,pt_root_id,nucleus_segid,cell_type,centroid_x,centroid_y,centroid_z,cell_subtype,analyzed,soma_x_nm,soma_y_nm,soma_z_nm
333,648518346349531729,10177.0,e,95872,65136,1787,pyramidal,1,383488,260544,71480
334,648518346349539401,6545.0,e,61616,54016,385,pyramidal,1,246464,216064,15400
335,648518346349539366,9118.0,e,84480,61632,1271,pyramidal,1,337920,246528,50840
336,648518346349530465,12488.0,e,48784,72848,532,pyramidal,0,195136,291392,21280
337,648518346349537840,4799.0,e,92320,45744,110,pyramidal,1,369280,182976,4400
338,648518346349539539,6581.0,e,101888,52960,708,pyramidal,1,407552,211840,28320
339,648518346349538005,8016.0,e,112720,56528,1765,pyramidal,1,450880,226112,70600
340,648518346349538231,11845.0,e,102144,69712,1874,pyramidal,1,408576,278848,74960
341,648518346349539852,9710.0,e,96848,65264,674,pyramidal,1,387392,261056,26960
342,648518346349531254,5123.0,e,77232,44160,1226,pyramidal,1,308928,176640,49040
343,648518346349527158,15593.0,e,112464,78160,1291,pyramidal,1,449856,312640,51640
344,648518346349537509,7525.0,e,75536,56512,546,pyramidal,1,302144,226048,21840
345,648518346349534855,4801.0,e,95696,44208,891,pyramidal,1,382784,176832,35640
346,648518346349536929,11787.0,e,61856,69104,1744,pyramidal,1,247424,276416,69760
347,648518346349536753,12724.0,e,58384,73344,363,pyramidal,1,233536,293376,14520
348,648518346349533227,5682.0,e,84128,48560,119,pyramidal,1,336512,194240,4760
349,648518346349534580,7510.0,e,62656,57872,141,pyramidal,1,250624,231488,5640
350,648518346349537047,11064.0,e,96544,69952,171,pyramidal,1,386176,279808,6840
351,648518346349533719,4369.0,e,109152,41248,1490,pyramidal,1,436608,164992,59600
352,648518346349537038,8610.0,e,77280,61904,417,pyramidal,1,309120,247616,16680
353,648518346349537003,13959.0,e,103952,73872,1654,pyramidal,1,415808,295488,66160
354,648518346349537042,8636.0,e,98528,61456,478,pyramidal,1,394112,245824,19120
355,648518346349539067,9670.0,e,62976,64592,502,pyramidal,1,251904,258368,20080
356,648518346349496405,9720.0,e,113936,65696,771,pyramidal,1,455744,262784,30840
357,648518346349521083,12905.0,e,88672,74336,269,pyramidal,1,354688,297344,10760
358,648518346349538112,6902.0,e,81296,53648,1668,pyramidal,1,325184,214592,66720
359,648518346349538209,6882.0,e,75568,52336,1387,pyramidal,1,302272,209344,55480
360,648518346349539079,4812.0,e,108240,44848,281,pyramidal,1,432960,179392,11240
361,648518346349539591,10148.0,e,71808,66240,1310,pyramidal,1,287232,264960,52400
362,648518346349537848,6589.0,e,109552,53712,117,pyramidal,1,438208,214848,4680
363,648518346349537270,9144.0,e,107040,61104,1577,pyramidal,1,428160,244416,63080
364,648518346349537391,6556.0,e,76528,52176,796,pyramidal,1,306112,208704,31840
365,648518346349539333,4338.0,e,83936,39936,1563,pyramidal,1,335744,159744,62520
366,648518346349532066,9152.0,e,116144,61696,1971,pyramidal,1,464576,246784,78840
367,648518346349537818,7549.0,e,101168,56688,696,pyramidal,1,404672,226752,27840
368,648518346349540048,3564.0,e,87264,40816,290,pyramidal,1,349056,163264,11600
369,648518346349536159,11792.0,e,67584,69712,1874,pyramidal,1,270336,278848,74960
370,648518346349537102,12810.0,e,70096,73120,774,pyramidal,1,280384,292480,30960
371,648518346349538730,9680.0,e,73776,64560,367,pyramidal,1,295104,258240,14680
372,648518346349539820,9672.0,e,65952,64912,852,pyramidal,1,263808,259648,34080
373,648518346349539840,6074.0,e,65168,49856,1451,pyramidal,1,260672,199424,58040
374,648518346349540055,8618.0,e,85184,61920,589,pyramidal,1,340736,247680,23560
375,648518346349539103,4342.0,e,92816,40960,2014,pyramidal,1,371264,163840,80560
376,648518346349537991,6917.0,e,94480,52592,2045,pyramidal,1,377920,210368,81800
377,648518346349519354,6120.0,e,94512,48320,1257,pyramidal,1,378048,193280,50280
378,648518346349539598,8602.0,e,59808,61616,776,pyramidal,1,239232,246464,31040
379,648518346349532791,5718.0,e,109424,49168,393,pyramidal,1,437696,196672,15720
380,648518346349538033,9679.0,e,73536,64832,691,pyramidal,1,294144,259328,27640
381,648518346349532295,4339.0,e,87216,41104,1500,pyramidal,1,348864,164416,60000
382,648518346349539579,6919.0,e,95776,52992,1779,pyramidal,1,383104,211968,71160
383,648518346349538715,7498.0,e,51488,57648,149,pyramidal,1,205952,230592,5960
384,648518346349534048,6928.0,e,103824,52864,1731,pyramidal,1,415296,211456,69240
385,648518346349537300,6880.0,e,75104,52368,1809,pyramidal,1,300416,209472,72360
386,648518346349536769,11008.0,e,51264,70320,672,pyramidal,1,205056,281280,26880
387,648518346349533867,13900.0,e,56848,74240,1744,pyramidal,1,227392,296960,69760
388,648518346349537081,4317.0,e,71088,40112,1459,pyramidal,1,284352,160448,58360
389,648518346349539524,6873.0,e,65136,53728,1859,pyramidal,1,260544,214912,74360
390,648518346349503588,9153.0,e,116304,60800,1485,pyramidal,1,465216,243200,59400
391,648518346349539076,9050.0,e,59648,61136,1816,pyramidal,1,238592,244544,72640
392,648518346349537489,10126.0,e,50096,65824,1735,pyramidal,1,200384,263296,69400
393,648518346349535823,7999.0,e,96096,57856,1764,pyramidal,1,384384,231424,70560
394,648518346349537615,12950.0,e,102112,73808,905,pyramidal,1,408448,295232,36200
395,648518346349537564,11087.0,e,115552,69552,335,pyramidal,0,462208,278208,13400
396,648518346349539448,9062.0,e,67008,60768,1439,pyramidal,1,268032,243072,57560
397,648518346349537692,10147.0,e,71232,65232,1852,pyramidal,1,284928,260928,74080
398,648518346349537380,13951.0,e,97040,72896,1327,pyramidal,1,388160,291584,53080
399,648518346349531668,10135.0,e,60816,65120,1513,pyramidal,1,243264,260480,60520
400,648518346349539100,9142.0,e,102224,61600,1557,pyramidal,1,408896,246400,62280
401,648518346349539510,11856.0,e,115488,70032,1843,pyramidal,1,461952,280128,73720
402,648518346349539934,10176.0,e,94912,66224,1336,pyramidal,1,379648,264896,53440
403,648518346349537426,4310.0,e,62480,41056,1763,pyramidal,1,249920,164224,70520
404,648518346349538718,4333.0,e,79168,40944,1717,pyramidal,1,316672,163776,68680
405,648518346349524971,5126.0,e,82512,44304,1701,pyramidal,1,330048,177216,68040
406,648518346349538250,4340.0,e,89600,40496,1577,pyramidal,1,358400,161984,63080
407,648518346349525852,15575.0,e,102560,77648,1868,pyramidal,1,410240,310592,74720
408,648518346349539884,5680.0,e,81920,49344,310,pyramidal,1,327680,197376,12400
409,648518346349537978,4804.0,e,97488,44752,464,pyramidal,1,389952,179008,18560
410,648518346349537547,7512.0,e,66160,57680,539,pyramidal,1,264640,230720,21560
411,648518346349539486,6130.0,e,105696,48992,1278,pyramidal,1,422784,195968,51120
412,648518346349534945,6048.0,e,50816,49728,2006,pyramidal,1,203264,198912,80240
413,648518346349530883,6709.0,e,45728,53488,1644,pyramidal,1,182912,213952,65760
414,648518346349539900,9673.0,e,68592,66080,800,pyramidal,1,274368,264320,32000
415,648518346349538192,5708.0,e,101264,48560,493,pyramidal,1,405056,194240,19720
416,648518346349526691,12798.0,i,66720,75200,837,unknown_type,0,266880,300800,33480
417,648518346349528994,6908.0,i,86768,55856,1230,basket,1,347072,223424,49200
418,648518346349489861,7554.0,i,104432,58272,821,bipolar,1,417728,233088,32840
419,648518346349522740,6922.0,i,99984,54144,2124,unknown_type,1,399936,216576,84960
420,648518346349538285,5652.0,i,72384,51808,889,bipolar,1,289536,207232,35560
421,648518346349487752,7523.0,i,73584,60096,990,bipolar,1,294336,240384,39600
422,648518346349493894,4786.0,i,79008,47600,63,unknown_type,1,316032,190400,2520
423,648518346349538179,10136.0,i,60976,66672,1941,martinotti,1,243904,266688,77640
424,648518346349522735,6084.0,i,70320,51456,1958,bipolar,1,281280,205824,78320
425,648518346349489985,12955.0,i,104752,74976,238,unknown_type,1,419008,299904,9520
426,648518346349531994,1889.0,i,57680,38672,2131,unknown_type,1,230720,154688,85240
427,648518346349517783,11059.0,i,85920,70832,683,unknown_type,1,343680,283328,27320
428,648518346349487432,12921.0,i,98336,73312,1047,bipolar,1,393344,293248,41880
429,648518346349477331,11834.0,i,91296,71168,1755,bipolar,1,365184,284672,70200
430,648518346349539846,7937.0,i,60080,58736,1296,basket,1,240320,234944,51840
431,648518346349488919,8642.0,i,105440,63712,635,unknown_type,1,421760,254848,25400
432,648518346349537389,9716.0,i,108288,67648,681,bipolar,1,433152,270592,27240
433,648518346349515986,4793.0,i,81104,46752,696,bipolar,1,324416,187008,27840
434,648518346349522749,7557.0,i,106144,58976,529,bipolar,1,424576,235904,21160
435,648518346349538370,4381.0,i,115536,42992,1870,unknown_type,1,462144,171968,74800
436,648518346349525188,6146.0,i,113296,51456,1917,unknown_type,1,453184,205824,76680
437,648518346349491816,5085.0,i,59056,44256,1935,bipolar,1,236224,177024,77400
438,648518346349537404,11841.0,i,96000,70224,1993,bipolar,1,384000,280896,79720
439,648518346349525190,6152.0,i,115232,48400,1839,bipolar,1,460928,193600,73560
440,648518346349516051,4309.0,i,62032,41200,2015,chandelier,1,248128,164800,80600
441,648518346349522750,5146.0,i,104320,45056,1863,unknown_type,1,417280,180224,74520
442,648518346349538638,5642.0,i,67376,48512,431,chandelier,1,269504,194048,17240
443,648518346349515985,5645.0,i,70096,48288,307,unknown_type,1,280384,193152,12280
444,648518346349518096,9150.0,i,113104,61728,2050,unknown_type,1,452416,246912,82000
445,648518346349516055,3536.0,i,64784,40784,183,unknown_type,1,259136,163136,7320
446,648518346349536849,8622.0,i,90896,60784,206,unknown_type,1,363584,243136,8240
447,648518346349538789,9707.0,i,93600,66000,530,neurogliaform,1,374400,264000,21200
448,648518346349539215,7542.0,i,97248,56576,283,basket,1,388992,226304,11320
449,648518346349538791,11780.0,i,55984,69200,2066,basket,1,223936,276800,82640
450,648518346349517321,8621.0,g,88240,60656,256,astrocyte,0,352960,242624,10240
451,648518346341392909,7518.0,g,72368,56912,590,astrocyte,0,289472,227648,23600
452,648518346349508122,7524.0,g,74112,57520,458,OPC,0,296448,230080,18320
453,648518346349530654,13829.0,g,49168,72688,1476,microglia,0,196672,290752,59040
454,648518346349536799,6553.0,g,72704,54688,506,astrocyte,0,290816,218752,20240
455,648518346349525537,12879.0,g,74576,75520,1163,astrocyte,0,298304,302080,46520
456,648518346349525544,9689.0,g,79328,67360,445,astrocyte,0,317312,269440,17800
457,648518346349525545,12892.0,g,81392,72608,235,OPC,0,325568,290432,9400
458,648518346341355049,9139.0,g,98672,62768,2123,microglia,0,394688,251072,84920
459,648518346349528624,5623.0,g,52896,47856,785,microglia,0,211584,191424,31400
460,648518346349526583,2777.0,g,95184,37376,1808,astrocyte,0,380736,149504,72320
461,648518346349514298,7540.0,g,93872,58752,1014,OPC,0,375488,235008,40560
462,648518346349490239,5128.0,g,83952,46640,1633,astrocyte,0,335808,186560,65320
463,648518346349510740,7517.0,g,71408,57232,162,microglia,0,285632,228928,6480
464,648518346349526102,,g,19533824,15112960,2033,OPC (pericyte type),0,78135296,60451840,81320
465,648518346349530199,11830.0,g,85152,70608,1607,microglia,0,340608,282432,64280
466,648518346349531742,5685.0,g,85488,47632,220,microglia,0,341952,190528,8800
467,648518346349530724,642.0,g,61104,39920,873,microglia,0,244416,159680,34920
468,648518346349524070,7973.0,g,80272,56768,2068,astrocyte,0,321088,227072,82720
469,648518346342801515,4330.0,g,76592,41168,1646,microglia,0,306368,164672,65840
470,648518346349386860,5709.0,g,101120,49760,60,astrocyte,0,404480,199040,2400
471,648518346349510254,5714.0,g,105696,50592,410,microglia,0,422784,202368,16400
472,648518346349375599,4822.0,g,113008,46032,150,microglia,0,452032,184128,6000
473,648518346349508722,12876.0,g,73712,73056,1123,astrocyte,0,294848,292224,44920
474,648518346349536888,11077.0,g,104368,69440,1053,astrocyte,0,417472,277760,42120
475,648518346342800512,7551.0,g,103664,59792,830,OPC,0,414656,239168,33200
476,648518346342797442,4800.0,g,92688,47248,62,microglia,0,370752,188992,2480
477,648518346349530761,5628.0,g,57760,48816,26,OPC,0,231040,195264,1040
478,648518346349524109,6868.0,g,59712,53808,1513,OPC,0,238848,215232,60520
479,648518346349530765,9674.0,g,67600,68272,477,OPC,0,270400,273088,19080
480,648518346341391505,8635.0,g,97664,61888,267,microglia,0,390656,247552,10680
481,648518346341351575,9658.0,g,52672,65728,967,microglia,0,210688,262912,38680
482,648518346349516953,5702.0,g,95568,48528,349,astrocyte,0,382272,194112,13960
483,648518346349521062,6151.0,g,114608,49712,2051,astrocyte,0,458432,198848,82040
484,648518346342468778,14778.0,g,108064,77216,565,astrocyte,0,432256,308864,22600
485,648518346342795947,8656.0,g,110816,60768,234,astrocyte,0,443264,243072,9360
486,648518346349524140,4335.0,g,78880,42160,1507,OPC,0,315520,168640,60280
487,648518346349524139,3554.0,g,82192,40208,138,astrocyte,0,328768,160832,5520
488,648518346349539502,9052.0,g,60496,62848,1837,microglia,0,241984,251392,73480
489,648518346342917290,4337.0,g,83120,39856,1978,astrocyte,0,332480,159424,79120
490,648518346349525684,12911.0,g,96816,75760,91,OPC,0,387264,303040,3640
491,648518346349508279,9079.0,g,77920,61024,2094,oligodendrocyte,0,311680,244096,83760
492,648518346349528249,8583.0,g,51200,62384,363,astrocyte,0,204800,249536,14520
493,648518346349528250,6542.0,g,56976,56032,785,astrocyte,0,227904,224128,31400
494,648518346349503169,7928.0,g,54192,56704,1901,microglia,0,216768,226816,76040
495,648518346349507266,4815.0,g,110496,45536,910,astrocyte,0,441984,182144,36400
496,648518346349529797,9154.0,g,116208,61952,2151,microglia,0,464832,247808,86040
497,648518346349525196,6567.0,g,91824,52208,15,OPC,0,367296,208832,600
498,648518346349498574,7533.0,g,87104,59520,93,astrocyte,0,348416,238080,3720
499,648518346349528271,7938.0,g,60000,59776,2142,astrocyte,0,240000,239104,85680
500,648518346349525715,6881.0,g,75152,54848,2064,astrocyte,0,300608,219392,82560
501,648518346349529813,9151.0,g,113888,59792,1963,OPC,0,455552,239168,78520
502,648518346341399264,15601.0,g,117488,76768,1838,astrocyte,0,469952,307072,73520
503,648518346342792418,13964.0,g,110144,73360,1484,microglia,0,440576,293440,59360
504,648518346349536487,8589.0,g,53136,62176,320,astrocyte,0,212544,248704,12800
505,648518346349524211,11842.0,g,95744,71712,2042,microglia,0,382976,286848,81680
506,648518346349532924,9715.0,g,106784,66352,1040,astrocyte,0,427136,265408,41600
507,648518346349527316,13913.0,g,69184,74448,1889,astrocyte,0,276736,297792,75560
508,648518346349527317,13915.0,g,70544,74928,1998,astrocyte,0,282176,299712,79920
509,648518346349527319,4308.0,g,61616,40400,1342,astrocyte,0,246464,161600,53680
510,648518346341382424,8600.0,g,58288,61088,161,microglia,0,233152,244352,6440
511,648518346342807831,3575.0,g,95936,41904,1056,astrocyte,0,383744,167616,42240
512,648518346342919961,6935.0,g,110336,54528,1241,microglia,0,441344,218112,49640
513,648518346349537050,8018.0,g,117488,56128,1818,astrocyte,0,469952,224512,72720
514,648518346349508386,6906.0,g,84960,52176,1437,microglia,0,339840,208704,57480
515,648518346349538089,9110.0,g,80688,63744,1299,astrocyte,0,322752,254976,51960
516,648518346349516092,6075.0,g,64832,51216,1522,microglia,0,259328,204864,60880
517,648518346341356348,13945.0,g,90448,76112,1951,astrocyte,0,361792,304448,78040
518,648518346349508432,4777.0,g,73984,47312,161,microglia,0,295936,189248,6440
519,648518346349517141,4766.0,g,63568,44352,1066,astrocyte,0,254272,177408,42640
520,648518346349539158,3551.0,g,79744,42288,283,astrocyte,0,318976,169152,11320
521,648518346349508442,6911.0,g,89440,52656,2072,OPC,0,357760,210624,82880
522,648518346349525862,8604.0,g,63424,61984,680,astrocyte,0,253696,247936,27200
523,648518346349507433,9709.0,g,95824,66032,994,microglia (perivascular),0,383296,264128,39760
524,648518346344075119,14773.0,g,107840,76896,393,astrocyte,0,431360,307584,15720
525,648518346348199802,6155.0,g,117776,48992,2098,unknown_type,0,471104,195968,83920
526,648518346349368699,5157.0,g,112032,44272,1775,microglia,0,448128,177088,71000
527,648518346341354380,7986.0,g,91392,59408,1702,astrocyte,0,365568,237632,68080
528,648518346349528465,7987.0,g,92032,59120,1519,astrocyte,0,368128,236480,60760
529,648518346349484948,4378.0,g,112608,40304,1797,astrocyte,0,450432,161216,71880
530,648518346349508009,6591.0,g,115056,52320,517,unknown (at edge of volume),0,460224,209280,20680
531,648518346349517756,9719.0,g,113120,65872,50,microglia (perivascular),0,452480,263488,2000
532,648518346341394877,4344.0,g,93824,41328,2144,microglia,0,375296,165312,85760
533,648518346342797245,1129.0,g,85728,37712,969,astrocyte,0,342912,150848,38760
534,648518346349521344,9655.0,g,50256,67696,990,astrocyte,0,201024,270784,39600
535,648518346349538752,6123.0,g,100048,47840,1747,microglia,0,400192,191360,69880
536,648518346342795202,13976.0,g,115760,74992,1779,astrocyte,0,463040,299968,71160
537,648518346349529029,7545.0,g,98320,58064,1008,microglia,0,393280,232256,40320
538,648518346349530569,11782.0,g,59680,69104,2113,astrocyte,0,238720,276416,84520
539,648518346349536717,6554.0,g,72704,55888,576,microglia (merged with nucleus of astrocyte 648518346349536799),0,290816,223552,23040
540,648518346349502931,11798.0,g,74352,70256,1276,microglia,0,297408,281024,51040
541,648518346349538793,3670.0,g,100576,42592,739,OPC,0,402304,170368,29560
542,648518346349525488,13935.0,g,78624,74816,1746,oligodendrocyte,0,314496,299264,69840
543,648518346349508089,9078.0,g,77232,60080,1563,OPC,0,308928,240320,62520
544,648518346342465191,15603.0,g,118800,78048,1952,unknown_type,0,475200,312192,78080
545,648518346349539211,1022.0,g,79168,38336,568,unknown_type,0,316672,153344,22720
546,648518346341383616,10112.0,g,43200,65072,2021,unknown_type,0,172800,260288,80840
547,648518346342804483,9721.0,v,113904,67296,24,endothelial,0,455616,269184,960
548,648518346341422370,10965.0,v,44512,71312,94,endothelial,0,178048,285248,3760
549,648518346349526102,7955.0,v,76944,58784,1987,pericyte,0,307776,235136,79480
550,648518346349375478,4357.0,v,104256,40800,1968,endothelial,0,417024,163200,78720
551,648518346343497543,10970.0,v,45168,69328,105,endothelial,0,180672,277312,4200
552,648518346348189552,5149.0,v,107808,45904,2158,endothelial,0,431232,183616,86320
553,648518346344072053,12957.0,v,105680,74272,34,endothelial,0,422720,297088,1360
554,648518346349526102,6566.0,v,92112,53008,862,endothelial,0,368448,212032,34480
555,648518346349526102,5654.0,v,74240,49216,711,endothelial,0,296960,196864,28440
556,648518346348121670,5721.0,v,113024,48832,870,endothelial,0,452096,195328,34800
557,648518346349526102,9668.0,v,61312,67488,645,endothelial,0,245248,269952,25800
558,648518346349526102,9046.0,v,52864,62816,1208,endothelial,0,211456,251264,48320
559,648518346349526102,9038.0,v,51312,62624,1425,endothelial,0,205248,250496,57000
560,648518346344328018,6835.0,v,47130,52629,1889,endothelial,0,188520,210516,75560
561,648518346344456391,6041.0,v,48490,49495,2166,endothelial,0,193960,197980,86640
562,648518346344505300,6859.0,v,50368,51947,2176,endothelial,0,201472,207788,87040
563,648518346341763956,12785.0,v,64050,74954,324,endothelial,0,256200,299816,12960
564,648518346349526102,7502.0,v,52848,58608,595,endothelial,0,211392,234432,23800
565,648518346345118988,4619.0,v,51056,47504,605,endothelial,0,204224,190016,24200
566,648518346349526102,5630.0,v,59632,49072,750,endothelial,0,238528,196288,30000
567,648518346349526102,6069.0,v,63360,48304,2106,endothelial,0,253440,193216,84240
568,648518346349526102,5090.0,v,65136,46688,2154,endothelial,0,260544,186752,86160
569,648518346349526102,5096.0,v,70624,46128,1822,endothelial,0,282496,184512,72880
570,648518346349526102,5099.0,v,71280,44992,1520,endothelial,0,285120,179968,60800
571,648518346349526102,2014.0,v,73024,39376,1798,endothelial,0,292096,157504,71920
572,648518346349526102,4779.0,v,75296,47632,961,endothelial,0,301184,190528,38440
573,648518346349526102,3552.0,v,80144,40752,692,endothelial,0,320576,163008,27680
574,648518346349526102,5671.0,v,78992,49104,992,endothelial,0,315968,196416,39680
575,648518346349526102,4779.0,v,75742,47723,860,endothelial,0,302968,190892,34400
576,648518346349526102,5654.0,v,75608,48861,796,endothelial,0,302432,195444,31840
577,648518346349526102,7956.0,v,77952,58512,1556,endothelial,0,311808,234048,62240
578,648518346349526102,7975.0,v,80192,59936,1251,endothelial,0,320768,239744,50040
579,648518346349526102,8614.0,v,78432,60688,1145,endothelial,0,313728,242752,45800
580,648518346349526102,7953.0,v,75072,59312,1630,endothelial,0,300288,237248,65200
581,648518346349526102,9057.0,v,67360,60528,1748,endothelial,0,269440,242112,69920
582,648518346349526102,10141.0,v,66896,65424,1903,endothelial,0,267584,261696,76120
583,648518346349526102,7935.0,v,59040,55952,1896,endothelial,0,236160,223808,75840
584,648518346349526102,8612.0,v,77216,62992,618,endothelial,0,308864,251968,24720
585,648518346349526102,9693.0,v,85040,66688,375,endothelial,0,340160,266752,15000
586,648518346349526102,11065.0,v,96144,71120,69,endothelial,0,384576,284480,2760
587,648518346349526102,11050.0,v,75456,69184,713,endothelial,0,301824,276736,28520
588,648518346349526102,11049.0,v,75088,72256,709,endothelial,0,300352,289024,28360
589,648518346349526102,12881.0,v,76464,74288,608,endothelial,0,305856,297152,24320
590,648518346349526102,10155.0,v,78208,65984,1559,endothelial,0,312832,263936,62360
591,648518346349526102,11801.0,v,81407,68417,1561,endothelial,0,325628,273668,62440
592,648518346349526102,11801.0,v,81504,68928,1660,endothelial,0,326016,275712,66400
593,648518346349526102,13924.0,v,74912,73376,1711,endothelial,0,299648,293504,68440
594,648518346349526102,15271.0,v,81743,76965,1654,endothelial,0,326972,307860,66160
595,648518346342104735,13937.0,v,82368,75536,1854,endothelial,0,329472,302144,74160
596,648518346343459827,11777.0,v,49248,72288,1250,endothelial,0,196992,289152,50000
597,648518346349526102,12925.0,v,100512,75872,1055,endothelial,0,402048,303488,42200
598,648518346349526102,11072.0,v,97456,69120,955,endothelial,0,389824,276480,38200
599,648518346349526102,8629.0,v,93664,61392,880,endothelial,0,374656,245568,35200
600,648518346349526102,6568.0,v,92352,53312,702,endothelial,0,369408,213248,28080
601,648518346349526102,5696.0,v,93360,50224,810,endothelial,0,373440,200896,32400
602,648518346349526102,1215.0,v,89216,38976,873,endothelial,0,356864,155904,34920
603,648518346349526102,6119.0,v,93520,50688,1915,endothelial,0,374080,202752,76600
604,648518346349526102,6100.0,v,87040,47632,1821,endothelial,0,348160,190528,72840
605,648518346349526102,9123.0,v,89472,61152,2124,endothelial,0,357888,244608,84960
606,648518346349526102,,v,91744,53312,2034,endothelial,0,366976,213248,81360
607,648518346349526102,9140.0,v,100512,63168,1770,endothelial,0,402048,252672,70800
608,648518346349526102,13979.0,v,116320,74576,1912,endothelial,0,465280,298304,76480
609,648518346342796989,10187.0,v,109728,66880,1624,endothelial,0,438912,267520,64960
610,648518346348121670,5716.0,v,105792,50864,8,endothelial,0,423168,203456,320
611,648518346348121670,5721.0,v,111758,48608,941,endothelial,0,447032,194432,37640
612,648518346348121670,7556.0,v,106368,59392,159,endothelial,0,425472,237568,6360
613,648518346348189552,6937.0,v,110816,55264,1232,endothelial,0,443264,221056,49280
614,648518346349375478,4368.0,v,107312,43552,2160,endothelial,0,429248,174208,86400
615,648518346349061101,3691.0,v,104752,40768,878,endothelial,0,419008,163072,35120
616,648518346349375478,4353.0,v,104464,40784,1867,endothelial,0,417856,163136,74680
617,648518346349375478,1298.0,v,97377,38012,1145,endothelial,0,389508,152048,45800
618,648518346349526102,1215.0,v,89216,38976,873,endothelial,0,356864,155904,34920
